epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,167.769,2.47445,7.46489,1.07558,0,0,0,0,2.169,6.03445,0.88678,6.94894e-05,6.94894e-05,6.94894e-05
